Date,item,market,price_per_kg,year,week,source,temp_max,temp_min,temp_mean,precipitation_mm,rain_mm,humidity_max,humidity_min,solar_radiation_mj,wind_max_kmh
2025-12-22,Rice_Samba,Colombo,270.0,2025,51,HARTI,33.1,21.3,26.728571428571428,3.4000000000000004,3.4000000000000004,96.0,34.0,143.6,19.0
2025-12-22,Rice_Samba,Dambulla,267.5,2025,51,HARTI,28.4,20.4,23.685714285714287,10.9,10.9,99.0,59.0,125.74,21.1
2025-12-22,Rice_Samba,Thambuththegama,270.0,2025,51,HARTI,29.2,21.1,24.557142857142857,5.5,5.5,98.0,60.0,133.81,21.8
2025-12-22,Rice_Samba,Kaluthara,277.5,2025,51,HARTI,30.9,21.3,25.642857142857142,19.900000000000002,19.900000000000002,99.0,54.0,141.9,16.5
2025-12-22,Rice_Samba,Badulla,280.0,2025,51,HARTI,26.0,16.5,21.12857142857143,38.4,38.4,100.0,62.0,113.61,10.3
2025-12-22,Rice_Samba,Nuwara Eliya,267.5,2025,51,HARTI,20.8,8.8,14.314285714285715,23.9,23.9,100.0,59.0,122.97999999999999,10.6
2025-12-22,Rice_Samba,Kegalle,270.0,2025,51,HARTI,,,,,,,,,
2025-12-22,Rice_Samba,Dehiattakandiya,277.5,2025,51,HARTI,28.7,19.4,23.87142857142857,29.0,29.0,99.0,64.0,115.9,15.1
2025-12-22,Rice_Samba,Nuwara Eliya,275.0,2025,51,HARTI,20.8,8.8,14.314285714285715,23.9,23.9,100.0,59.0,122.97999999999999,10.6
2025-12-22,Rice_Samba,Kandy,275.0,2025,51,HARTI,28.9,18.4,23.414285714285715,5.0,5.0,96.0,49.0,136.34,16.6
2025-12-22,Rice_Samba,Puttalam,275.0,2025,51,HARTI,30.4,20.9,25.2,6.8,6.8,98.0,52.0,133.02,19.8
2025-12-22,Rice_Samba,Rathnapura,272.5,2025,51,HARTI,,,,,,,,,
2025-12-22,Rice_Samba,Batticaloa,262.5,2025,51,HARTI,29.2,22.6,25.714285714285715,20.900000000000002,20.900000000000002,98.0,55.0,132.61,21.0
2025-12-22,Rice_Samba,Matale,285.0,2025,51,HARTI,29.0,18.2,23.642857142857142,3.5999999999999996,3.5999999999999996,98.0,50.0,134.87,17.0
2025-12-22,Rice_Samba,Gampaha,240.0,2025,51,HARTI,,,,,,,,,
2025-12-22,Rice_Samba,Kurunegala,240.0,2025,51,HARTI,30.0,19.3,24.771428571428572,2.0,2.0,95.0,49.0,141.5,21.7
2025-12-22,Rice_Samba,Dambulla,245.0,2025,51,HARTI,28.4,20.4,23.685714285714287,10.9,10.9,99.0,59.0,125.74,21.1
2025-12-22,Rice_Samba,Anuradhapura,240.0,2025,51,HARTI,29.0,21.1,24.485714285714288,12.399999999999999,12.399999999999999,100.0,59.0,129.96,20.0
2025-12-22,Rice_Samba,Thambuththegama,240.0,2025,51,HARTI,29.2,21.1,24.557142857142857,5.5,5.5,98.0,60.0,133.81,21.8
2025-12-22,Rice_Samba,Moneragala,240.0,2025,51,HARTI,29.2,21.0,24.75714285714286,6.0,6.0,94.0,56.0,136.98,21.4
2025-12-22,Rice_Samba,Kegalle,240.0,2025,51,HARTI,,,,,,,,,
