Date,item,market,price_per_kg,year,week,source,temp_max,temp_min,temp_mean,precipitation_mm,rain_mm,humidity_max,humidity_min,solar_radiation_mj,wind_max_kmh
2025-12-29,Rice_Samba,Colombo,270.0,2025,52,HARTI_Fallback,33.4,23.5,27.17142857142857,9.8,9.8,93.0,32.0,131.12,23.3
2025-12-29,Rice_Samba,Dambulla,267.5,2025,52,HARTI_Fallback,28.1,21.1,24.04285714285714,35.9,35.9,99.0,57.0,110.86,22.9
2025-12-29,Rice_Samba,Thambuththegama,270.0,2025,52,HARTI_Fallback,28.9,21.9,24.942857142857143,37.0,37.0,99.0,60.0,117.56,25.3
2025-12-29,Rice_Samba,Kaluthara,277.5,2025,52,HARTI_Fallback,30.8,20.6,25.7,7.7,7.7,98.0,56.0,127.09,23.0
2025-12-29,Rice_Samba,Badulla,280.0,2025,52,HARTI_Fallback,25.7,17.4,21.47142857142857,48.2,48.2,100.0,63.0,106.99000000000001,14.1
2025-12-29,Rice_Samba,Nuwara Eliya,267.5,2025,52,HARTI_Fallback,21.5,9.8,15.014285714285716,19.0,19.0,100.0,54.0,116.75,11.8
2025-12-29,Rice_Samba,Kegalle,270.0,2025,52,HARTI_Fallback,,,,,,,,,
2025-12-29,Rice_Samba,Dehiattakandiya,277.5,2025,52,HARTI_Fallback,29.4,21.5,24.400000000000002,69.2,69.2,100.0,60.0,105.79,17.0
2025-12-29,Rice_Samba,Nuwara Eliya,275.0,2025,52,HARTI_Fallback,21.5,9.8,15.014285714285716,19.0,19.0,100.0,54.0,116.75,11.8
2025-12-29,Rice_Samba,Kandy,275.0,2025,52,HARTI_Fallback,28.2,19.6,23.428571428571427,25.3,25.3,100.0,51.0,118.28,14.3
2025-12-29,Rice_Samba,Puttalam,275.0,2025,52,HARTI_Fallback,30.1,22.1,25.442857142857143,27.0,27.0,99.0,54.0,117.38,20.7
2025-12-29,Rice_Samba,Rathnapura,272.5,2025,52,HARTI_Fallback,,,,,,,,,
2025-12-29,Rice_Samba,Batticaloa,262.5,2025,52,HARTI_Fallback,28.9,23.2,25.75714285714286,80.3,80.3,99.0,63.0,106.2,26.2
2025-12-29,Rice_Samba,Matale,285.0,2025,52,HARTI_Fallback,28.2,21.1,24.042857142857144,30.799999999999997,30.799999999999997,100.0,55.0,115.43,19.6
2025-12-29,Rice_Samba,Gampaha,240.0,2025,52,HARTI_Fallback,,,,,,,,,
2025-12-29,Rice_Samba,Kurunegala,240.0,2025,52,HARTI_Fallback,29.4,22.0,25.099999999999998,30.7,30.7,99.0,52.0,125.47,22.1
2025-12-29,Rice_Samba,Dambulla,245.0,2025,52,HARTI_Fallback,28.1,21.1,24.04285714285714,35.9,35.9,99.0,57.0,110.86,22.9
2025-12-29,Rice_Samba,Anuradhapura,240.0,2025,52,HARTI_Fallback,29.0,21.8,24.857142857142858,27.0,27.0,99.0,59.0,112.92999999999999,23.9
2025-12-29,Rice_Samba,Thambuththegama,240.0,2025,52,HARTI_Fallback,28.9,21.9,24.942857142857143,37.0,37.0,99.0,60.0,117.56,25.3
2025-12-29,Rice_Samba,Moneragala,240.0,2025,52,HARTI_Fallback,30.7,21.5,24.957142857142856,21.0,21.0,100.0,55.0,119.4,24.5
2025-12-29,Rice_Samba,Kegalle,240.0,2025,52,HARTI_Fallback,,,,,,,,,
2025-12-29,Rice_Samba,Ampara,240.0,2025,52,HARTI_Fallback,29.1,22.6,25.014285714285712,54.8,54.8,98.0,62.0,106.3,24.2
