Date,item,market,price_per_kg,year,week,source,temp_max,temp_min,temp_mean,precipitation_mm,rain_mm,humidity_max,humidity_min,solar_radiation_mj,wind_max_kmh
2026-02-02,Rice_Samba,Colombo,275.0,2026,5,HARTI_Fallback,29.4,22.5,26.75714285714286,5.5,0.0,94.0,65.0,156.28,29.8
2026-02-02,Rice_Samba,Dambulla,267.5,2026,5,HARTI_Fallback,32.0,19.5,25.571428571428573,5.6,0.0,96.0,43.0,128.0,15.6
2026-02-02,Rice_Samba,Thambuththegama,280.0,2026,5,HARTI_Fallback,31.7,19.6,25.114285714285717,1.6,0.0,98.0,40.0,130.69,16.3
2026-02-02,Rice_Samba,Kaluthara,285.0,2026,5,HARTI_Fallback,28.2,23.9,26.642857142857142,15.4,0.0,90.0,73.0,156.4,21.9
2026-02-02,Rice_Samba,Nuwara Eliya,272.5,2026,5,HARTI_Fallback,25.6,10.6,19.52857142857143,5.9,0.0,93.0,30.0,131.1,9.1
2026-02-02,Rice_Samba,Kegalle,280.0,2026,5,HARTI_Fallback,,,,,,,,,
2026-02-02,Rice_Samba,Dehiattakandiya,280.0,2026,5,HARTI_Fallback,30.6,18.9,24.32857142857143,43.4,0.0,99.0,41.0,99.24000000000001,9.7
2026-02-02,Rice_Samba,Nuwara Eliya,277.5,2026,5,HARTI_Fallback,25.6,10.6,19.52857142857143,5.9,0.0,93.0,30.0,131.1,9.1
2026-02-02,Rice_Samba,Kandy,275.0,2026,5,HARTI_Fallback,33.1,16.9,24.97142857142857,0.2,0.0,97.0,18.0,145.8,14.2
2026-02-02,Rice_Samba,Puttalam,277.5,2026,5,HARTI_Fallback,29.5,21.8,25.985714285714288,6.4,0.0,93.0,55.0,146.24,27.1
2026-02-02,Rice_Samba,Rathnapura,282.5,2026,5,HARTI_Fallback,,,,,,,,,
2026-02-02,Rice_Samba,Batticaloa,265.0,2026,5,HARTI_Fallback,29.3,22.5,25.557142857142857,28.0,0.0,98.0,65.0,117.17,15.3
2026-02-02,Rice_Samba,Matale,285.0,2026,5,HARTI_Fallback,34.8,18.8,27.614285714285717,0.6,0.0,96.0,20.0,143.6,15.5
2026-02-02,Rice_Samba,Dambulla,242.5,2026,5,HARTI_Fallback,32.0,19.5,25.571428571428573,5.6,0.0,96.0,43.0,128.0,15.6
2026-02-02,Rice_Samba,Anuradhapura,242.5,2026,5,HARTI_Fallback,31.9,19.7,25.085714285714285,1.8,0.0,99.0,37.0,125.97,15.3
2026-02-02,Rice_Samba,Thambuththegama,240.0,2026,5,HARTI_Fallback,31.7,19.6,25.114285714285717,1.6,0.0,98.0,40.0,130.69,16.3
2026-02-02,Rice_Samba,Polonnaruwa,240.0,2026,5,HARTI_Fallback,31.1,20.2,24.642857142857142,16.8,0.0,97.0,43.0,111.27000000000001,12.5
2026-02-02,Rice_Samba,Moneragala,242.5,2026,5,HARTI_Fallback,31.9,20.0,26.271428571428572,0.1,0.0,85.0,41.0,132.13,18.8
2026-02-02,Rice_Samba,Ampara,240.0,2026,5,HARTI_Fallback,29.8,21.1,25.342857142857145,17.5,0.0,96.0,56.0,111.53,16.1
2026-02-02,Rice_Samba,Dehiattakandiya,240.0,2026,5,HARTI_Fallback,30.6,18.9,24.32857142857143,43.4,0.0,99.0,41.0,99.24000000000001,9.7
2026-02-02,Rice_Samba,Kandy,252.5,2026,5,HARTI_Fallback,33.1,16.9,24.97142857142857,0.2,0.0,97.0,18.0,145.8,14.2
2026-02-02,Rice_Samba,Puttalam,255.0,2026,5,HARTI_Fallback,29.5,21.8,25.985714285714288,6.4,0.0,93.0,55.0,146.24,27.1
2026-02-02,Rice_Samba,Matara,255.0,2026,5,HARTI_Fallback,31.4,22.4,26.87142857142857,27.35,0.0,96.0,57.0,147.63,15.9
2026-02-02,Rice_Samba,Galle,252.5,2026,5,HARTI_Fallback,30.5,24.0,26.75714285714286,41.2,0.0,97.0,66.0,145.28,12.6
2026-02-02,Rice_Samba,Tissamaharama,240.0,2026,5,HARTI_Fallback,,,,,,,,,
2026-02-02,Rice_Samba,Meegoda,242.5,2026,5,HARTI_Fallback,34.1,22.0,27.12857142857143,29.2,0.0,95.0,47.0,140.63,16.9
2026-02-02,Rice_Samba,Embilipitiya,240.0,2026,5,HARTI_Fallback,33.3,21.1,26.114285714285717,6.3,0.0,100.0,41.0,145.22,19.2
2026-02-02,Rice_Samba,Jaffna,247.5,2026,5,HARTI_Fallback,30.0,22.2,25.87142857142857,8.4,0.0,89.0,46.0,139.60999999999999,29.8
2026-02-02,Rice_Samba,Mannar,258.5,2026,5,HARTI_Fallback,31.5,20.5,25.971428571428568,4.8,0.0,95.0,41.0,141.3,20.1
2026-02-02,Rice_Samba,Mullaittivu,248.0,2026,5,HARTI_Fallback,29.8,21.9,25.37142857142857,3.2,0.0,96.0,51.0,126.22999999999999,14.6
