Date,item,market,price_per_kg,year,week,source,temp_max,temp_min,temp_mean,precipitation_mm,rain_mm,humidity_max,humidity_min,solar_radiation_mj,wind_max_kmh
2026-01-19,Rice_Samba,Colombo,275.0,2026,3,HARTI,32.6,20.6,26.428571428571427,2.5,2.5,96.0,34.0,158.99,21.3
2026-01-19,Rice_Samba,Dambulla,267.5,2026,3,HARTI,29.0,18.4,23.099999999999998,5.0,5.0,99.0,54.0,143.99,18.7
2026-01-19,Rice_Samba,Thambuththegama,280.0,2026,3,HARTI,29.5,18.1,23.771428571428572,7.0,7.0,100.0,57.0,141.36,17.7
2026-01-19,Rice_Samba,Kaluthara,285.0,2026,3,HARTI,31.4,19.0,25.042857142857144,1.0,1.0,99.0,39.0,161.55,18.5
2026-01-19,Rice_Samba,Nuwara Eliya,272.5,2026,3,HARTI,21.5,7.2,14.085714285714285,8.1,8.1,100.0,34.0,169.09,10.9
2026-01-19,Rice_Samba,Kegalle,280.0,2026,3,HARTI,,,,,,,,,
2026-01-19,Rice_Samba,Dehiattakandiya,280.0,2026,3,HARTI,30.4,17.8,23.657142857142855,9.5,9.5,100.0,54.0,149.1,16.1
2026-01-19,Rice_Samba,Nuwara Eliya,277.5,2026,3,HARTI,21.5,7.2,14.085714285714285,8.1,8.1,100.0,34.0,169.09,10.9
2026-01-19,Rice_Samba,Kandy,275.0,2026,3,HARTI,30.5,15.6,22.585714285714285,0.8,0.8,100.0,37.0,159.37,16.4
2026-01-19,Rice_Samba,Puttalam,277.5,2026,3,HARTI,30.4,18.8,24.24285714285714,7.3,7.3,98.0,52.0,144.44,21.7
2026-01-19,Rice_Samba,Rathnapura,282.5,2026,3,HARTI,,,,,,,,,
2026-01-19,Rice_Samba,Batticaloa,265.0,2026,3,HARTI,28.5,20.0,24.928571428571427,7.4,7.4,100.0,55.0,145.78,22.0
2026-01-19,Rice_Samba,Matale,285.0,2026,3,HARTI,30.3,16.3,23.02857142857143,3.0,3.0,100.0,45.0,155.68,15.4
2026-01-19,Rice_Samba,Dambulla,242.5,2026,3,HARTI,29.0,18.4,23.099999999999998,5.0,5.0,99.0,54.0,143.99,18.7
2026-01-19,Rice_Samba,Anuradhapura,242.5,2026,3,HARTI,29.5,18.7,23.8,8.9,8.9,100.0,56.0,136.63,16.2
2026-01-19,Rice_Samba,Thambuththegama,240.0,2026,3,HARTI,29.5,18.1,23.771428571428572,7.0,7.0,100.0,57.0,141.36,17.7
2026-01-19,Rice_Samba,Polonnaruwa,240.0,2026,3,HARTI,29.8,19.0,24.12857142857143,17.8,17.8,99.0,56.0,140.46,13.6
