Date,item,market,price_per_kg,year,week,source,temp_max,temp_min,temp_mean,precipitation_mm,rain_mm,humidity_max,humidity_min,solar_radiation_mj,wind_max_kmh
2026-01-26,Rice_Samba,Colombo,275.0,2026,4,HARTI_Fallback,29.7,24.5,26.814285714285713,4.6,0.0,87.0,57.0,159.17,36.1
2026-01-26,Rice_Samba,Dambulla,267.5,2026,4,HARTI_Fallback,31.5,19.1,25.52857142857143,8.6,0.0,98.0,45.0,122.78999999999999,15.1
2026-01-26,Rice_Samba,Thambuththegama,280.0,2026,4,HARTI_Fallback,30.4,20.3,24.885714285714283,7.2,0.0,98.0,52.0,123.86,12.5
2026-01-26,Rice_Samba,Kaluthara,285.0,2026,4,HARTI_Fallback,29.8,24.8,26.942857142857143,14.4,0.0,92.0,55.0,148.21,28.4
2026-01-26,Rice_Samba,Nuwara Eliya,272.5,2026,4,HARTI_Fallback,26.7,9.3,19.057142857142857,14.7,0.0,95.0,30.0,128.68,12.7
2026-01-26,Rice_Samba,Kegalle,280.0,2026,4,HARTI_Fallback,,,,,,,,,
2026-01-26,Rice_Samba,Dehiattakandiya,280.0,2026,4,HARTI_Fallback,29.8,19.2,24.428571428571427,35.1,0.0,99.0,49.0,103.41999999999999,11.1
2026-01-26,Rice_Samba,Nuwara Eliya,277.5,2026,4,HARTI_Fallback,26.7,9.3,19.057142857142857,14.7,0.0,95.0,30.0,128.68,12.7
2026-01-26,Rice_Samba,Kandy,275.0,2026,4,HARTI_Fallback,31.5,15.3,24.085714285714285,3.9,0.0,97.0,40.0,135.84,13.9
2026-01-26,Rice_Samba,Puttalam,277.5,2026,4,HARTI_Fallback,30.0,23.2,25.87142857142857,9.9,0.0,94.0,54.0,144.45,23.9
2026-01-26,Rice_Samba,Rathnapura,282.5,2026,4,HARTI_Fallback,,,,,,,,,
2026-01-26,Rice_Samba,Batticaloa,265.0,2026,4,HARTI_Fallback,30.2,21.2,25.614285714285717,37.9,0.0,98.0,50.0,112.91,16.7
2026-01-26,Rice_Samba,Matale,285.0,2026,4,HARTI_Fallback,34.0,18.6,27.285714285714285,1.5,0.0,95.0,44.0,139.51,15.0
2026-01-26,Rice_Samba,Dambulla,242.5,2026,4,HARTI_Fallback,31.5,19.1,25.52857142857143,8.6,0.0,98.0,45.0,122.78999999999999,15.1
2026-01-26,Rice_Samba,Anuradhapura,242.5,2026,4,HARTI_Fallback,30.8,20.1,24.914285714285715,6.9,0.0,99.0,48.0,122.36,13.6
2026-01-26,Rice_Samba,Thambuththegama,240.0,2026,4,HARTI_Fallback,30.4,20.3,24.885714285714283,7.2,0.0,98.0,52.0,123.86,12.5
2026-01-26,Rice_Samba,Polonnaruwa,240.0,2026,4,HARTI_Fallback,29.2,19.9,24.571428571428573,18.4,0.0,100.0,55.0,112.49,12.3
2026-01-26,Rice_Samba,Moneragala,242.5,2026,4,HARTI_Fallback,32.2,20.6,25.957142857142856,0.4,0.0,90.0,39.0,134.41,18.3
2026-01-26,Rice_Samba,Ampara,240.0,2026,4,HARTI_Fallback,30.5,20.4,25.32857142857143,16.4,0.0,98.0,48.0,110.33,16.2
2026-01-26,Rice_Samba,Dehiattakandiya,240.0,2026,4,HARTI_Fallback,29.8,19.2,24.428571428571427,35.1,0.0,99.0,49.0,103.41999999999999,11.1
2026-01-26,Rice_Samba,Kandy,252.5,2026,4,HARTI_Fallback,31.5,15.3,24.085714285714285,3.9,0.0,97.0,40.0,135.84,13.9
2026-01-26,Rice_Samba,Puttalam,255.0,2026,4,HARTI_Fallback,30.0,23.2,25.87142857142857,9.9,0.0,94.0,54.0,144.45,23.9
2026-01-26,Rice_Samba,Matara,255.0,2026,4,HARTI_Fallback,32.4,24.0,26.985714285714288,17.2,0.0,91.0,49.0,141.64000000000001,17.9
2026-01-26,Rice_Samba,Galle,252.5,2026,4,HARTI_Fallback,31.7,23.7,27.142857142857142,17.0,0.0,98.0,55.0,143.83,15.5
2026-01-26,Rice_Samba,Tissamaharama,240.0,2026,4,HARTI_Fallback,,,,,,,,,
2026-01-26,Rice_Samba,Meegoda,242.5,2026,4,HARTI_Fallback,34.7,21.9,27.285714285714285,15.1,0.0,100.0,35.0,132.71,12.6
2026-01-26,Rice_Samba,Embilipitiya,240.0,2026,4,HARTI_Fallback,34.3,20.0,25.87142857142857,28.7,0.0,100.0,27.0,136.19,19.0
2026-01-26,Rice_Samba,Jaffna,247.5,2026,4,HARTI_Fallback,26.8,24.7,25.857142857142858,14.5,0.0,91.0,65.0,133.51,30.4
2026-01-26,Rice_Samba,Mannar,258.5,2026,4,HARTI_Fallback,28.5,23.5,25.75714285714286,13.5,0.0,94.0,60.0,138.61,18.3
2026-01-26,Rice_Samba,Mullaittivu,248.0,2026,4,HARTI_Fallback,29.9,21.2,25.057142857142857,14.6,0.0,98.0,51.0,120.42999999999999,13.0
2026-01-26,Rice_Samba,Trincomalee,250.0,2026,4,HARTI_Fallback,29.9,20.1,24.928571428571427,16.799999999999997,0.0,98.0,54.0,117.59,14.0
2026-01-26,Rice_Samba,Hanguranketha,240.0,2026,4,HARTI_Fallback,,,,,,,,,
2026-01-26,Rice_Samba,Veyangoda,240.0,2026,4,HARTI_Fallback,,,,,,,,,
2026-01-26,Rice_Samba,Colombo,370.0,2026,4,HARTI_Fallback,29.7,24.5,26.814285714285713,4.6,0.0,87.0,57.0,159.17,36.1
2026-01-26,Rice_Samba,Nikaweratiya,357.5,2026,4,HARTI_Fallback,32.0,19.7,25.67142857142857,5.1,0.0,97.0,45.0,131.31,15.4
2026-01-26,Rice_Samba,Dambulla,355.0,2026,4,HARTI_Fallback,31.5,19.1,25.52857142857143,8.6,0.0,98.0,45.0,122.78999999999999,15.1
2026-01-26,Rice_Samba,Anuradhapura,360.0,2026,4,HARTI_Fallback,30.8,20.1,24.914285714285715,6.9,0.0,99.0,48.0,122.36,13.6
2026-01-26,Rice_Samba,Thambuththegama,360.0,2026,4,HARTI_Fallback,30.4,20.3,24.885714285714283,7.2,0.0,98.0,52.0,123.86,12.5
2026-01-26,Rice_Samba,Kaluthara,355.0,2026,4,HARTI_Fallback,29.8,24.8,26.942857142857143,14.4,0.0,92.0,55.0,148.21,28.4
2026-01-26,Rice_Samba,Nuwara Eliya,365.0,2026,4,HARTI_Fallback,26.7,9.3,19.057142857142857,14.7,0.0,95.0,30.0,128.68,12.7
2026-01-26,Rice_Samba,Moneragala,355.0,2026,4,HARTI_Fallback,32.2,20.6,25.957142857142856,0.4,0.0,90.0,39.0,134.41,18.3
2026-01-26,Rice_Samba,Ampara,350.0,2026,4,HARTI_Fallback,30.5,20.4,25.32857142857143,16.4,0.0,98.0,48.0,110.33,16.2
2026-01-26,Rice_Samba,Dehiattakandiya,360.0,2026,4,HARTI_Fallback,29.8,19.2,24.428571428571427,35.1,0.0,99.0,49.0,103.41999999999999,11.1
2026-01-26,Rice_Samba,Nuwara Eliya,375.0,2026,4,HARTI_Fallback,26.7,9.3,19.057142857142857,14.7,0.0,95.0,30.0,128.68,12.7
2026-01-26,Rice_Samba,Kandy,355.0,2026,4,HARTI_Fallback,31.5,15.3,24.085714285714285,3.9,0.0,97.0,40.0,135.84,13.9
2026-01-26,Rice_Samba,Puttalam,355.0,2026,4,HARTI_Fallback,30.0,23.2,25.87142857142857,9.9,0.0,94.0,54.0,144.45,23.9
2026-01-26,Rice_Samba,Rathnapura,375.0,2026,4,HARTI_Fallback,,,,,,,,,
2026-01-26,Rice_Samba,Galle,360.0,2026,4,HARTI_Fallback,31.7,23.7,27.142857142857142,17.0,0.0,98.0,55.0,143.83,15.5
2026-01-26,Rice_Samba,Embilipitiya,337.5,2026,4,HARTI_Fallback,34.3,20.0,25.87142857142857,28.7,0.0,100.0,27.0,136.19,19.0
2026-01-26,Rice_Samba,Jaffna,355.0,2026,4,HARTI_Fallback,26.8,24.7,25.857142857142858,14.5,0.0,91.0,65.0,133.51,30.4
2026-01-26,Rice_Samba,Mannar,355.0,2026,4,HARTI_Fallback,28.5,23.5,25.75714285714286,13.5,0.0,94.0,60.0,138.61,18.3
2026-01-26,Rice_Samba,Batticaloa,357.5,2026,4,HARTI_Fallback,30.2,21.2,25.614285714285717,37.9,0.0,98.0,50.0,112.91,16.7
2026-01-26,Rice_Samba,Trincomalee,350.0,2026,4,HARTI_Fallback,29.9,20.1,24.928571428571427,16.799999999999997,0.0,98.0,54.0,117.59,14.0
2026-01-26,Rice_Samba,Veyangoda,330.0,2026,4,HARTI_Fallback,,,,,,,,,
2026-01-26,Rice_Samba,Bandarawela,355.0,2026,4,HARTI_Fallback,23.7,12.1,17.442857142857143,7.7,0.0,98.0,28.0,124.01,11.8
2026-01-26,Rice_Samba,Matale,362.5,2026,4,HARTI_Fallback,34.0,18.6,27.285714285714285,1.5,0.0,95.0,44.0,139.51,15.0
2026-01-26,Rice_Nadu,Colombo,235.0,2026,4,HARTI_Fallback,29.7,24.5,26.814285714285713,4.6,0.0,87.0,57.0,159.17,36.1
2026-01-26,Rice_Nadu,Gampaha,230.0,2026,4,HARTI_Fallback,,,,,,,,,
2026-01-26,Rice_Nadu,Kurunegala,230.0,2026,4,HARTI_Fallback,32.6,17.9,25.685714285714287,2.8,0.0,100.0,41.0,141.68,15.6
2026-01-26,Rice_Nadu,Nikaweratiya,232.5,2026,4,HARTI_Fallback,32.0,19.7,25.67142857142857,5.1,0.0,97.0,45.0,131.31,15.4
2026-01-26,Rice_Nadu,Dambulla,229.0,2026,4,HARTI_Fallback,31.5,19.1,25.52857142857143,8.6,0.0,98.0,45.0,122.78999999999999,15.1
2026-01-26,Rice_Nadu,Anuradhapura,230.0,2026,4,HARTI_Fallback,30.8,20.1,24.914285714285715,6.9,0.0,99.0,48.0,122.36,13.6
2026-01-26,Rice_Nadu,Thambuththegama,230.0,2026,4,HARTI_Fallback,30.4,20.3,24.885714285714283,7.2,0.0,98.0,52.0,123.86,12.5
2026-01-26,Rice_Nadu,Polonnaruwa,230.0,2026,4,HARTI_Fallback,29.2,19.9,24.571428571428573,18.4,0.0,100.0,55.0,112.49,12.3
2026-01-26,Rice_Nadu,Kaluthara,230.0,2026,4,HARTI_Fallback,29.8,24.8,26.942857142857143,14.4,0.0,92.0,55.0,148.21,28.4
2026-01-26,Rice_Nadu,Nuwara Eliya,229.0,2026,4,HARTI_Fallback,26.7,9.3,19.057142857142857,14.7,0.0,95.0,30.0,128.68,12.7
2026-01-26,Rice_Nadu,Moneragala,230.0,2026,4,HARTI_Fallback,32.2,20.6,25.957142857142856,0.4,0.0,90.0,39.0,134.41,18.3
2026-01-26,Rice_Nadu,Kegalle,230.0,2026,4,HARTI_Fallback,,,,,,,,,
2026-01-26,Rice_Nadu,Ampara,230.0,2026,4,HARTI_Fallback,30.5,20.4,25.32857142857143,16.4,0.0,98.0,48.0,110.33,16.2
2026-01-26,Rice_Nadu,Dehiattakandiya,230.0,2026,4,HARTI_Fallback,29.8,19.2,24.428571428571427,35.1,0.0,99.0,49.0,103.41999999999999,11.1
2026-01-26,Rice_Nadu,Nuwara Eliya,230.0,2026,4,HARTI_Fallback,26.7,9.3,19.057142857142857,14.7,0.0,95.0,30.0,128.68,12.7
